Date,Open,High,Low,Close,Adj Close,Volume
2023-03-16,4060.409912,4135.000000,4021.449951,4116.979980,4116.979980,61731000
2023-03-17,4137.370117,4174.669922,4042.750000,4064.989990,4064.989990,91671600
2023-03-20,4054.699951,4136.189941,3980.939941,4119.419922,4119.419922,69870000
2023-03-21,4139.890137,4206.930176,4139.890137,4181.600098,4181.600098,49518700
2023-03-22,4174.899902,4212.810059,4167.120117,4195.700195,4195.700195,37398200
2023-03-23,4195.220215,4215.200195,4166.000000,4207.140137,4207.140137,34031200
2023-03-24,4193.160156,4193.160156,4093.159912,4130.620117,4130.620117,56567300
2023-03-27,4133.799805,4190.140137,4133.799805,4164.620117,4164.620117,34829300
2023-03-28,4169.529785,4205.350098,4157.109863,4168.209961,4168.209961,30414100
2023-03-29,4168.609863,4233.589844,4168.609863,4231.270020,4231.270020,33769300
2023-03-30,4232.589844,4295.319824,4232.589844,4285.419922,4285.419922,29622300
2023-03-31,4285.839844,4325.339844,4278.310059,4315.049805,4315.049805,36312200
2023-04-03,4312.990234,4329.290039,4304.890137,4311.049805,4311.049805,29102200
2023-04-04,4312.149902,4346.950195,4311.020020,4315.319824,4315.319824,28187400
2023-04-05,4316.290039,4320.830078,4286.209961,4298.359863,4298.359863,29791800
2023-04-06,4295.549805,4313.740234,4293.850098,4309.450195,4309.450195,28509400
2023-04-11,4312.660156,4343.919922,4312.660156,4333.290039,4333.290039,30115400
2023-04-12,4332.330078,4374.229980,4323.669922,4334.029785,4334.029785,30179800
2023-04-13,4334.669922,4363.609863,4334.669922,4363.240234,4363.240234,28715800
2023-04-14,4364.089844,4397.580078,4363.310059,4390.750000,4390.750000,35527500
2023-04-17,4392.399902,4401.970215,4366.220215,4367.609863,4367.609863,26853800
2023-04-18,4367.620117,4407.740234,4367.620117,4393.950195,4393.950195,26674700
2023-04-19,4393.459961,4397.160156,4373.189941,4393.569824,4393.569824,25026300
2023-04-20,4391.919922,4400.609863,4365.910156,4384.859863,4384.859863,35898700
2023-04-21,4382.060059,4408.589844,4367.560059,4408.589844,4408.589844,39170700
2023-04-24,4398.509766,4411.669922,4387.640137,4401.799805,4401.799805,24129600
2023-04-25,4393.229980,4393.229980,4363.979980,4377.850098,4377.850098,30709500
2023-04-26,4373.209961,4373.209961,4324.430176,4347.709961,4347.709961,35478500
2023-04-27,4345.040039,4368.950195,4327.979980,4358.049805,4358.049805,27109300
2023-04-28,4353.919922,4376.299805,4305.629883,4359.310059,4359.310059,39594900
2023-05-02,4353.410156,4372.660156,4291.660156,4294.850098,4294.850098,33749900
2023-05-03,4303.529785,4329.029785,4303.529785,4310.180176,4310.180176,27493200
2023-05-04,4280.660156,4302.040039,4264.410156,4287.029785,4287.029785,31081600
2023-05-05,4280.919922,4340.479980,4280.919922,4340.430176,4340.430176,31872600
2023-05-08,4335.220215,4355.410156,4334.129883,4348.649902,4348.649902,19641400
2023-05-09,4344.419922,4344.419922,4305.310059,4323.089844,4323.089844,22737200
2023-05-10,4322.649902,4332.290039,4293.209961,4306.759766,4306.759766,27260600
2023-05-11,4303.979980,4341.589844,4281.689941,4309.750000,4309.750000,29579200
2023-05-12,4304.069824,4344.319824,4304.069824,4317.879883,4317.879883,24686000
2023-05-15,4315.850098,4338.140137,4302.759766,4316.410156,4316.410156,20446600
2023-05-16,4313.120117,4328.779785,4298.310059,4315.509766,4315.509766,22335700
2023-05-17,4313.250000,4332.080078,4293.569824,4323.229980,4323.229980,22868700
2023-05-19,4368.240234,4412.879883,4368.240234,4395.299805,4395.299805,32140900
2023-05-22,4384.990234,4394.939941,4372.930176,4385.629883,4385.629883,23962900
2023-05-23,4382.990234,4383.450195,4342.379883,4342.379883,4342.379883,18704900
2023-05-24,4339.500000,4339.500000,4250.259766,4263.740234,4263.740234,34158400
2023-05-25,4264.009766,4284.959961,4251.290039,4269.640137,4269.640137,28415900
2023-05-26,4272.850098,4346.200195,4260.810059,4337.500000,4337.500000,26474000
2023-05-30,4314.959961,4338.709961,4284.109863,4291.580078,4291.580078,26288500
2023-05-31,4289.100098,4289.100098,4210.689941,4218.040039,4218.040039,97322500
2023-06-01,4222.560059,4271.370117,4222.560059,4257.609863,4257.609863,26943900
2023-06-02,4259.640137,4327.569824,4259.640137,4323.520020,4323.520020,29365400
2023-06-05,4324.100098,4333.180176,4287.140137,4293.240234,4293.240234,23336500
2023-06-06,4292.770020,4299.000000,4275.439941,4295.220215,4295.220215,22402900
2023-06-07,4294.500000,4305.250000,4273.279785,4291.910156,4291.910156,24080000
2023-06-08,4284.089844,4305.899902,4276.359863,4297.680176,4297.680176,25602300
2023-06-09,4298.479980,4307.419922,4275.089844,4289.790039,4289.790039,20244800
2023-06-12,4291.040039,4332.970215,4291.040039,4316.490234,4316.490234,21540000
2023-06-13,4317.750000,4352.009766,4316.520020,4347.549805,4347.549805,25599500
2023-06-14,4346.520020,4385.839844,4343.549805,4375.979980,4375.979980,31344800
2023-06-15,4373.580078,4373.580078,4333.640137,4365.120117,4365.120117,25489800
2023-06-16,4365.740234,4410.200195,4363.959961,4394.819824,4394.819824,75504300
2023-06-19,4392.169922,4392.169922,4356.509766,4362.379883,4362.379883,22395700
2023-06-20,4361.500000,4365.229980,4338.350098,4343.140137,4343.140137,24006500
2023-06-21,4339.470215,4350.100098,4316.470215,4322.750000,4322.750000,25127500
2023-06-22,4304.020020,4304.589844,4261.339844,4304.470215,4304.470215,25390500
2023-06-23,4296.750000,4296.750000,4253.149902,4271.609863,4271.609863,28404300
2023-06-26,4272.100098,4294.160156,4238.069824,4280.569824,4280.569824,23755200
2023-06-27,4286.180176,4311.120117,4272.270020,4305.259766,4305.259766,23665500
2023-06-28,4313.040039,4349.390137,4313.040039,4344.750000,4344.750000,24695700
2023-06-29,4345.229980,4371.600098,4341.640137,4354.689941,4354.689941,24417400
2023-06-30,4354.950195,4409.500000,4346.399902,4399.089844,4399.089844,39197800
2023-07-03,4401.029785,4420.009766,4397.759766,4398.149902,4398.149902,24607100
2023-07-04,4398.049805,4412.540039,4389.520020,4390.990234,4390.990234,18592200
2023-07-05,4388.299805,4388.299805,4342.870117,4350.709961,4350.709961,24348900
2023-07-06,4349.299805,4349.299805,4213.810059,4223.089844,4223.089844,35240600
2023-07-07,4222.729980,4257.990234,4197.970215,4236.600098,4236.600098,24779800
2023-07-10,4235.350098,4272.490234,4217.750000,4256.509766,4256.509766,17025200
2023-07-11,4257.899902,4301.229980,4257.899902,4286.560059,4286.560059,18458500
2023-07-12,4289.009766,4367.439941,4289.009766,4360.459961,4360.459961,30453000
2023-07-13,4361.160156,4410.279785,4361.160156,4391.759766,4391.759766,27774800
2023-07-14,4389.930176,4411.180176,4388.759766,4400.109863,4400.109863,28865100
2023-07-17,4397.330078,4397.330078,4342.540039,4356.790039,4356.790039,18521300
2023-07-18,4354.620117,4374.629883,4345.160156,4369.729980,4369.729980,20708700
2023-07-19,4370.910156,4404.589844,4362.089844,4362.279785,4362.279785,25254500
2023-07-20,4360.919922,4376.580078,4340.689941,4373.729980,4373.729980,27574900
2023-07-21,4374.069824,4391.410156,4355.279785,4391.410156,4391.410156,26761900
2023-07-24,4386.870117,4386.870117,4364.259766,4383.029785,4383.029785,19924300
2023-07-25,4382.490234,4399.500000,4374.129883,4391.299805,4391.299805,18477800
2023-07-26,4390.959961,4390.959961,4312.069824,4346.149902,4346.149902,32513000
2023-07-27,4347.180176,4448.959961,4347.180176,4447.439941,4447.439941,38245800
2023-07-28,4448.600098,4476.040039,4423.640137,4466.500000,4466.500000,41694700
2023-07-31,4466.410156,4491.509766,4458.370117,4471.310059,4471.310059,30435800
2023-08-02,4403.040039,4403.040039,4329.910156,4336.500000,4336.500000,31188400
2023-08-03,4335.140137,4335.140137,4279.049805,4304.629883,4304.629883,28069400
2023-08-04,4306.069824,4336.649902,4288.799805,4332.910156,4332.910156,25844500
2023-08-07,4330.229980,4341.109863,4304.129883,4337.500000,4337.500000,18241300
2023-08-08,4329.470215,4330.220215,4259.839844,4288.850098,4288.850098,58697200
2023-08-09,4289.020020,4354.970215,4289.020020,4317.330078,4317.330078,34469100
2023-08-10,4320.919922,4402.089844,4320.919922,4384.040039,4384.040039,29363000
2023-08-11,4381.720215,4381.720215,4311.109863,4321.330078,4321.330078,21770200
2023-08-14,4318.709961,4343.890137,4306.259766,4330.229980,4330.229980,16990700
2023-08-15,4334.069824,4336.720215,4269.859863,4288.569824,4288.569824,23268200
2023-08-16,4284.569824,4304.089844,4268.850098,4284.270020,4284.270020,18498000
2023-08-17,4281.569824,4281.569824,4224.779785,4227.830078,4227.830078,22270100
2023-08-18,4224.450195,4224.450195,4175.370117,4212.950195,4212.950195,23253500
2023-08-21,4212.600098,4262.169922,4212.600098,4224.870117,4224.870117,20937300
2023-08-22,4226.100098,4291.810059,4226.100098,4260.370117,4260.370117,19604800
2023-08-23,4260.970215,4294.290039,4248.819824,4266.669922,4266.669922,20544100
2023-08-24,4278.109863,4322.080078,4229.669922,4232.220215,4232.220215,22628100
2023-08-25,4230.819824,4269.520020,4219.990234,4236.250000,4236.250000,18675600
2023-08-28,4245.600098,4299.169922,4245.600098,4293.689941,4293.689941,19004900
2023-08-29,4297.620117,4329.290039,4291.350098,4326.470215,4326.470215,22557700
2023-08-30,4326.549805,4340.830078,4294.620117,4315.310059,4315.310059,21390900
2023-08-31,4316.160156,4336.740234,4297.109863,4297.109863,4297.109863,44880800
2023-09-01,4296.310059,4319.990234,4282.359863,4282.640137,4282.640137,23648700
2023-09-04,4286.600098,4323.310059,4272.060059,4279.870117,4279.870117,13821400
2023-09-05,4275.919922,4286.770020,4234.790039,4269.160156,4269.160156,19961600
2023-09-06,4265.540039,4265.540039,4224.350098,4238.259766,4238.259766,27595200
2023-09-07,4235.740234,4252.830078,4209.979980,4221.020020,4221.020020,23792100
2023-09-08,4224.129883,4244.410156,4179.970215,4237.189941,4237.189941,23027300
2023-09-11,4241.430176,4278.959961,4241.430176,4254.330078,4254.330078,27643500
2023-09-12,4258.700195,4264.500000,4230.640137,4242.270020,4242.270020,25763700
2023-09-13,4236.919922,4238.689941,4198.990234,4223.479980,4223.479980,24763800
2023-09-14,4223.399902,4288.229980,4205.680176,4279.750000,4279.750000,39852400
2023-09-15,4287.649902,4326.899902,4287.649902,4295.049805,4295.049805,68337300
2023-09-18,4291.080078,4291.080078,4234.729980,4245.879883,4245.879883,23664700
2023-09-19,4245.390137,4264.140137,4230.330078,4242.700195,4242.700195,19670300
2023-09-20,4242.410156,4286.529785,4241.569824,4275.979980,4275.979980,33987400
2023-09-21,4271.100098,4271.100098,4200.720215,4212.589844,4212.589844,29527400
2023-09-22,4211.040039,4218.689941,4178.439941,4207.160156,4207.160156,27408500
2023-09-25,4204.220215,4213.229980,4144.709961,4167.370117,4167.370117,23905300
2023-09-26,4165.029785,4165.029785,4114.970215,4129.180176,4129.180176,25884300
2023-09-27,4129.910156,4153.430176,4121.310059,4131.680176,4131.680176,21446100
2023-09-28,4131.439941,4161.589844,4106.479980,4161.560059,4161.560059,27903400
2023-09-29,4171.330078,4215.279785,4171.330078,4174.660156,4174.660156,27198900
2023-10-02,4181.620117,4204.169922,4119.450195,4137.629883,4137.629883,25582100
2023-10-03,4124.979980,4146.470215,4091.000000,4095.590088,4095.590088,29719600
2023-10-04,4084.780029,4126.600098,4061.939941,4099.850098,4099.850098,30296300
2023-10-05,4104.169922,4122.520020,4092.030029,4099.810059,4099.810059,21890900
2023-10-06,4106.160156,4144.660156,4094.010010,4144.430176,4144.430176,26042400
2023-10-09,4139.509766,4139.509766,4097.939941,4112.569824,4112.569824,24824600
2023-10-10,4118.459961,4208.430176,4118.459961,4205.229980,4205.229980,26945500
2023-10-11,4203.839844,4217.000000,4172.910156,4200.799805,4200.799805,25125600
2023-10-12,4202.790039,4234.490234,4193.979980,4198.229980,4198.229980,28124600
2023-10-13,4197.299805,4198.100098,4133.129883,4136.120117,4136.120117,29475800
2023-10-16,4137.069824,4163.399902,4110.830078,4149.859863,4149.859863,22046300
2023-10-17,4148.089844,4163.100098,4111.520020,4152.319824,4152.319824,19074800
2023-10-18,4152.529785,4161.500000,4099.899902,4105.859863,4105.859863,22690500
2023-10-19,4104.790039,4109.810059,4069.290039,4090.330078,4090.330078,31261500
2023-10-20,4077.439941,4077.439941,4024.679932,4024.679932,4024.679932,37662200
2023-10-23,4025.479980,4044.620117,3993.100098,4041.750000,4041.750000,26974400
2023-10-24,4045.419922,4074.320068,4026.649902,4065.370117,4065.370117,25258900
2023-10-25,4062.340088,4082.489990,4040.510010,4073.350098,4073.350098,22484800
2023-10-26,4070.750000,4070.750000,4017.739990,4049.399902,4049.399902,27690700
2023-10-27,4056.100098,4068.520020,4006.639893,4014.360107,4014.360107,24394700
2023-10-30,4023.419922,4050.979980,4023.419922,4028.320068,4028.320068,25448600
2023-10-31,4030.830078,4073.489990,4026.929932,4061.120117,4061.120117,33313900
2023-11-01,4069.649902,4103.649902,4049.870117,4091.709961,4091.709961,28092900
2023-11-02,4102.089844,4188.310059,4102.089844,4169.620117,4169.620117,35274500
2023-11-03,4175.850098,4195.959961,4163.859863,4174.669922,4174.669922,35837400
2023-11-06,4178.319824,4188.649902,4152.080078,4158.640137,4158.640137,25431900
2023-11-07,4150.520020,4164.879883,4135.529785,4153.370117,4153.370117,20870700
2023-11-08,4148.419922,4197.629883,4133.459961,4178.490234,4178.490234,27660500
2023-11-09,4179.350098,4234.000000,4166.890137,4229.200195,4229.200195,25142800
2023-11-10,4218.259766,4218.259766,4176.160156,4197.359863,4197.359863,25219100
2023-11-13,4205.410156,4234.729980,4205.410156,4232.189941,4232.189941,26669400
2023-11-14,4232.399902,4304.720215,4230.910156,4291.720215,4291.720215,37242600
2023-11-15,4294.979980,4326.720215,4294.979980,4315.529785,4315.529785,29961300
2023-11-16,4315.569824,4323.600098,4302.450195,4302.450195,4302.450195,32963100
2023-11-17,4304.000000,4347.529785,4304.000000,4340.770020,4340.770020,41324200
2023-11-20,4338.399902,4348.490234,4330.470215,4342.410156,4342.410156,31874800
2023-11-21,4343.069824,4345.069824,4329.529785,4331.899902,4331.899902,24992700
2023-11-22,4335.779785,4357.100098,4335.779785,4352.020020,4352.020020,22322500
2023-11-23,4352.729980,4363.649902,4350.419922,4361.319824,4361.319824,18317400
2023-11-24,4357.950195,4375.830078,4356.080078,4372.100098,4372.100098,21635400
2023-11-27,4369.919922,4376.700195,4353.270020,4354.410156,4354.410156,22306300
2023-11-28,4350.339844,4350.339844,4328.120117,4348.020020,4348.020020,23473700
2023-11-29,4341.299805,4382.149902,4341.299805,4370.529785,4370.529785,30478700
2023-11-30,4370.390137,4392.810059,4361.830078,4382.470215,4382.470215,55338100
2023-12-01,4393.040039,4420.569824,4393.040039,4418.509766,4418.509766,23410400
2023-12-04,4414.299805,4426.549805,4405.330078,4414.950195,4414.950195,25291700
2023-12-05,4414.330078,4457.819824,4412.669922,4452.770020,4452.770020,31965100
2023-12-06,4460.330078,4495.299805,4458.529785,4483.259766,4483.259766,32538500
2023-12-07,4480.520020,4480.520020,4465.250000,4473.770020,4473.770020,31121800
2023-12-08,4477.040039,4531.540039,4477.040039,4523.310059,4523.310059,26886000
2023-12-11,4522.790039,4544.129883,4519.620117,4540.189941,4540.189941,24134800
2023-12-12,4544.410156,4561.109863,4535.040039,4536.609863,4536.609863,26300000
2023-12-13,4539.450195,4554.129883,4528.990234,4530.189941,4530.189941,27793300
2023-12-14,4541.470215,4593.109863,4515.919922,4539.160156,4539.160156,47268300
2023-12-15,4551.029785,4579.899902,4542.109863,4549.439941,4549.439941,62263800
2023-12-18,4540.120117,4541.419922,4513.100098,4521.129883,4521.129883,22240500
2023-12-19,4522.129883,4538.319824,4519.279785,4535.399902,4535.399902,23305200
2023-12-20,4538.120117,4546.060059,4515.520020,4533.819824,4533.819824,22434600
2023-12-21,4522.490234,4524.859863,4503.359863,4524.859863,4524.859863,16748300
2023-12-22,4520.600098,4528.049805,4505.729980,4521.470215,4521.470215,17782200
2023-12-27,4521.799805,4542.330078,4520.509766,4528.379883,4528.379883,16854400
2023-12-28,4536.680176,4542.750000,4512.640137,4514.379883,4514.379883,14425000
2023-12-29,4518.120117,4536.439941,4517.310059,4521.649902,4521.649902,13276900
2024-01-03,4514.200195,4515.700195,4433.140137,4448.129883,4448.129883,26376200
2024-01-04,4451.720215,4476.720215,4443.419922,4474.009766,4474.009766,28082800
2024-01-05,4458.740234,4474.879883,4418.080078,4463.509766,4463.509766,28778100
2024-01-08,4461.799805,4487.259766,4438.490234,4485.479980,4485.479980,21900200
2024-01-09,4486.990234,4486.990234,4446.620117,4467.169922,4467.169922,25544800
2024-01-10,4467.149902,4484.799805,4459.540039,4468.979980,4468.979980,20341000
2024-01-11,4481.399902,4510.009766,4441.459961,4442.279785,4442.279785,24082000
2024-01-12,4453.240234,4492.770020,4453.240234,4480.020020,4480.020020,20703500
2024-01-15,4483.979980,4489.490234,4451.029785,4454.680176,4454.680176,16286900
2024-01-16,4443.209961,4448.450195,4414.439941,4446.509766,4446.509766,22717700
2024-01-17,4420.600098,4420.600098,4380.970215,4403.080078,4403.080078,26429000
2024-01-18,4417.560059,4455.470215,4408.419922,4453.049805,4453.049805,25615800
2024-01-19,4465.200195,4476.779785,4437.500000,4448.830078,4448.830078,26267800
2024-01-22,4454.450195,4495.430176,4454.450195,4480.319824,4480.319824,24707800
2024-01-23,4487.509766,4496.390137,4456.779785,4465.910156,4465.910156,21306700
2024-01-24,4469.790039,4564.109863,4469.600098,4564.109863,4564.109863,30202900
2024-01-25,4562.339844,4584.870117,4545.520020,4582.259766,4582.259766,30570800
2024-01-26,4572.129883,4639.049805,4572.129883,4635.470215,4635.470215,24797100
2024-01-29,4636.770020,4639.359863,4622.459961,4639.359863,4639.359863,26589700
2024-01-30,4647.410156,4667.419922,4642.259766,4662.700195,4662.700195,31631300
2024-01-31,4659.870117,4674.740234,4642.689941,4648.399902,4648.399902,36656800
2024-02-01,4641.939941,4656.520020,4619.479980,4638.600098,4638.600098,38356000
2024-02-02,4645.779785,4676.709961,4645.779785,4654.549805,4654.549805,29245500
2024-02-05,4656.049805,4667.399902,4638.330078,4655.270020,4655.270020,41764000
2024-02-06,4667.500000,4692.439941,4660.020020,4690.870117,4690.870117,40126800
2024-02-07,4691.569824,4694.879883,4677.919922,4678.850098,4678.850098,36290900
2024-02-08,4687.209961,4720.779785,4682.830078,4710.779785,4710.779785,26948800
2024-02-09,4711.330078,4723.770020,4696.509766,4715.870117,4715.870117,30842300
2024-02-12,4720.299805,4746.350098,4720.299805,4746.350098,4746.350098,21602800
2024-02-13,4746.459961,4746.459961,4671.990234,4689.279785,4689.279785,22710500
2024-02-14,4685.939941,4712.890137,4681.620117,4709.220215,4709.220215,20156500
2024-02-15,4713.779785,4749.270020,4713.779785,4743.169922,4743.169922,26284000
2024-02-16,4754.430176,4782.790039,4750.759766,4765.649902,4765.649902,28820000
2024-02-19,4755.750000,4765.819824,4744.589844,4763.069824,4763.069824,17297200
2024-02-20,4757.950195,4766.620117,4749.180176,4760.279785,4760.279785,20499400
2024-02-21,4761.240234,4782.560059,4756.680176,4775.310059,4775.310059,27017300
2024-02-22,4812.020020,4866.060059,4812.020020,4855.359863,4855.359863,29131200
2024-02-23,4857.410156,4881.660156,4850.319824,4872.569824,4872.569824,28690800
2024-02-26,4865.870117,4870.430176,4859.490234,4864.290039,4864.290039,25387100
2024-02-27,4865.540039,4887.850098,4863.810059,4885.740234,4885.740234,24235200
2024-02-28,4883.839844,4887.180176,4874.939941,4883.770020,4883.770020,22071200
2024-02-29,4883.770020,4898.370117,4872.629883,4877.770020,4877.770020,52106500
2024-03-01,4888.580078,4904.850098,4874.029785,4894.859863,4894.859863,36359400
2024-03-04,4904.580078,4915.439941,4897.939941,4912.919922,4912.919922,19696200
2024-03-05,4909.419922,4913.100098,4886.069824,4893.069824,4893.069824,29832800
2024-03-06,4890.839844,4920.569824,4889.580078,4915.490234,4915.490234,31096700
2024-03-07,4901.009766,4978.189941,4891.790039,4974.220215,4974.220215,33778900
2024-03-08,4974.970215,4986.569824,4961.109863,4961.109863,4961.109863,25083600
2024-03-11,4932.200195,4938.649902,4913.839844,4930.419922,4930.419922,28433100
2024-03-12,4937.759766,4985.100098,4926.209961,4983.200195,4983.200195,33567600
2024-03-13,4985.830078,5016.240234,4983.819824,5000.549805,5000.549805,33871200
2024-03-14,5007.729980,5031.819824,4986.600098,4993.120117,4993.120117,33713900
2024-03-15,4993.439941,5023.649902,4986.020020,4986.020020,4986.020020,83894000
2024-03-18,4993.660156,5004.080078,4976.609863,4982.759766,4982.759766,24806900
2024-03-19,4979.060059,5007.919922,4976.370117,5007.919922,5007.919922,27400600
2024-03-20,4991.370117,5009.129883,4980.950195,5000.310059,5000.310059,23453900
2024-03-21,5042.319824,5058.910156,5021.140137,5052.310059,5052.310059,27735100
2024-03-22,5035.129883,5037.740234,5008.899902,5031.149902,5031.149902,27334500
2024-03-25,5029.250000,5051.470215,5013.600098,5044.189941,5044.189941,22818800
2024-03-26,5046.259766,5072.750000,5038.729980,5064.180176,5064.180176,25325900
2024-03-27,5063.270020,5095.109863,5063.270020,5081.740234,5081.740234,25287000
2024-03-28,5085.250000,5103.259766,5081.779785,5083.419922,5083.419922,31375500
2024-04-02,5096.859863,5121.709961,5038.629883,5042.000000,5042.000000,31803000
2024-04-03,5047.799805,5071.200195,5046.229980,5069.250000,5069.250000,27231600
2024-04-04,5071.830078,5089.330078,5065.649902,5070.759766,5070.759766,23602100
2024-04-05,5043.609863,5043.609863,4985.669922,5014.750000,5014.750000,36778900
2024-04-08,5012.020020,5053.000000,5005.310059,5046.049805,5046.049805,19822200
2024-04-09,5038.729980,5038.729980,4981.229980,4990.899902,4990.899902,24097700
2024-04-10,5006.500000,5037.180176,4951.189941,5000.830078,5000.830078,28802000
2024-04-11,4994.149902,5010.089844,4934.399902,4966.680176,4966.680176,30613200
2024-04-12,4986.029785,5023.899902,4935.029785,4955.009766,4955.009766,27782600
2024-04-15,4969.000000,5034.729980,4969.000000,4984.479980,4984.479980,24465200
2024-04-16,4962.149902,4962.149902,4899.410156,4916.990234,4916.990234,27874400
2024-04-17,4918.729980,4968.410156,4898.899902,4914.129883,4914.129883,22788100
2024-04-18,4924.830078,4943.979980,4907.609863,4936.569824,4936.569824,27889700
2024-04-19,4911.589844,4933.379883,4884.120117,4918.089844,4918.089844,35229800
2024-04-22,4921.040039,4954.180176,4913.700195,4936.850098,4936.850098,28703100
2024-04-23,4941.290039,5011.100098,4941.290039,5008.169922,5008.169922,35178000
2024-04-24,5004.910156,5031.839844,4981.810059,4989.879883,4989.879883,30866000
2024-04-25,4993.350098,4994.410156,4900.270020,4939.009766,4939.009766,27537300
2024-04-26,4950.220215,5017.979980,4950.220215,5006.850098,5006.850098,26649800
2024-04-29,5014.220215,5026.819824,4980.419922,4981.089844,4981.089844,28179400
2024-04-30,4985.540039,4988.120117,4916.569824,4921.220215,4921.220215,33802300
2024-05-02,4907.330078,4913.709961,4888.109863,4890.609863,4890.609863,35992100
2024-05-03,4901.040039,4944.819824,4896.410156,4921.479980,4921.479980,35280900
2024-05-06,4921.020020,4969.120117,4920.930176,4956.959961,4956.959961,22143800
2024-05-07,4969.819824,5016.709961,4967.810059,5016.100098,5016.100098,29592800
2024-05-08,5025.299805,5047.540039,5023.740234,5038.169922,5038.169922,28177000
2024-05-10,5060.729980,5096.890137,5060.729980,5085.080078,5085.080078,33566400
2024-05-13,5083.540039,5087.919922,5068.060059,5078.959961,5078.959961,23625800
2024-05-14,5079.370117,5083.549805,5057.939941,5080.290039,5080.290039,35579700
2024-05-15,5083.250000,5102.299805,5075.060059,5100.899902,5100.899902,28208300
2024-05-16,5094.770020,5101.410156,5068.109863,5072.450195,5072.450195,26348900
2024-05-17,5061.439941,5068.390137,5040.229980,5064.140137,5064.140137,33517100
2024-05-21,5064.870117,5064.870117,5026.069824,5034.959961,5034.959961,0
